date,bit_macd_factor,bit_rsi_factor,bit_macd_pre_factor,bit_rsi_pre_factor,bit_short_factor,gold_macd_factor,gold_rsi_factor,gold_macd_pre_factor,gold_rsi_pre_factor,gold_short_factor
2020/7/6,0,0,0,0.459794448,0,0,0,0,0,0
2020/7/7,0,0,0,0.447923921,-1,0,0,0,0,0
2020/7/8,0,0,0,0.394436134,0,0,0,0,0,0
2020/7/9,0,0,0,0.391979037,0,0,0,0,0,0
2020/7/10,0,0,0,0.31954759,0,0,0,0,0,0
2020/7/11,0,0,0,0,0,0,0,,0,0
2020/7/12,0,0,0,0,0,0,0,,0,0
2020/7/13,0,0,0,0,0,0,0,0,0,0
2020/7/14,0,0,0,0,0,0,0,0,0,0
2020/7/15,0,0,0,0,0,0,0,0,0,0
2020/7/16,0,0,0,0,0,0,0,0,0,0
2020/7/17,0,0,0,0,0,0,0,0,0,0
2020/7/18,0,0,0,-0.202521968,0,0,0,,0,0
2020/7/19,0,0,0,0,0,0,0,,0,0
2020/7/20,0,0,0,0,0,0,0,0,0,0
2020/7/21,0,0,0,0,0,0,0,0,0,0
2020/7/22,0,0,0,0,0,0,0,0,0,0
2020/7/23,1,0,0,0,0,0,0,0,0,0
2020/7/24,0,0,0,0,0,0,0,0,0,0
2020/7/25,0,0,0,0,0,0,0,,0,0
2020/7/26,0,0,0,0,0,0,0,,0,0
2020/7/27,0,0,0,0,0,0,0,0,0,0
2020/7/28,0,-0.65424326,0,0,0,0,0,0,0,0
2020/7/29,0,-0.516251602,1,-0.248221144,0,0,0,0,0,0
2020/7/30,0,-0.61930592,0,-0.456753111,0,0,0,0,0,0
2020/7/31,0,-0.697370747,0,-0.625322203,0,0,0,0,0,0
2020/8/1,0,-0.721048476,0,-0.754419824,0,0,0,,0,0
2020/8/2,0,-0.762522718,0,-0.852207028,0,0,0,,0,0
2020/8/3,0,0,0,-0.924260511,0,0,0,0,0,0
2020/8/4,0,0,0,-0.970529498,0,0,0,0,0,0
2020/8/5,0,0,0,-0.998013928,0,0,0,0,0,0
2020/8/6,0,0,0,-0.999980408,0,0,0,0,0,0
2020/8/7,0,0,0,-0.999980463,0,0,0,0,0,0
2020/8/8,0,0,0,-0.999980166,0,0,0,,0,0
2020/8/9,0,0,0,-0.999979681,0,0,0,,0,0
2020/8/10,0,0,0,-0.999979131,0,0,0,0,0,0
2020/8/11,0,0,0,-0.999978486,0,0,0,0,0,1
2020/8/12,0,0,0,-0.999977312,0,0,0,0,0,0
2020/8/13,0,0,0,-0.99997497,0,0,0,0,0,0
2020/8/14,0,0,0,-0.999970743,0,0,0,0,0,0
2020/8/15,0,0,0,-0.999963851,0,0,0,,0,0
2020/8/16,0,0,0,-0.999952972,0,0,0,,0,0
2020/8/17,0,0,0,-0.999934814,0,0,0,0,0,-1
2020/8/18,0,0,0,-0.999908076,0,0,0,0,0,0
2020/8/19,0,0,0,-0.999885069,0,0,0,0,0,0
2020/8/20,0,0,0,-0.999884882,0,0,0,0,0,0
2020/8/21,0,0,0,-0.999894618,0,0,0,0,0,0
2020/8/22,0,0,0,-0.99990045,1,0,0,,0,0
2020/8/23,0,0,0,-0.999896781,0,0,0,,0,0
2020/8/24,0,0,0,-0.7442709,0,0,0,0,0,0
2020/8/25,0,0,0,-0.335703891,0,0,0,0,0,0
2020/8/26,0,0,0,0,0,0,0,0,0,0
2020/8/27,0,0,0,0,0,0,0,0,0,0
2020/8/28,0,0,0,0,0,0,0,0,0,0
2020/8/29,0,0,0,0,0,0,0,,0,0
2020/8/30,0,0,0,0,0,0,0,,0,0
2020/8/31,0,0,0,0,0,0,0,,0,0
2020/9/1,0,0,0,0,0,0,0,0,0,0
2020/9/2,0,0,0,0,-1,0,0,0,0,0
2020/9/3,0,0,0,0,0,0,0,0,0,0
2020/9/4,-1,0,0,0,1,0,0,0,0,0
2020/9/5,0,0,0,0.373866122,0,0,0,,0,0
2020/9/6,0,0,0,0.472918531,0,0,0,,0,0
2020/9/7,0,0,0,0.567164128,0,0,0,0,0,0
2020/9/8,0,0,0,0.644000714,0,0,0,0,0,0
2020/9/9,0,0,0,0.698507158,0,0,0,0,0,0
2020/9/10,0,0,-1,0.733033316,0,0,0,0,0,0
2020/9/11,0,0,0,0.75269125,0,0,0,0,0,0
2020/9/12,0,0,0,0.7600812,-1,0,0,,0,0
2020/9/13,0,0,0,0.758518317,0,0,0,,0,0
2020/9/14,0,0,0,0.741741706,0,0,0,0,0,0
2020/9/15,0,0,0,0.65189468,0,0,0,0,0,0
2020/9/16,0,0,0,0.537314201,0,0,0,0,0,0
2020/9/17,0,0,0,0.447497368,0,0,0,0,0,0
2020/9/18,0,0,0,0.344321619,0,0,0,0,0,0
2020/9/19,0,0,0,0,0,0,0,,0,0
2020/9/20,0,0,0,0,0,0,0,,0,0
2020/9/21,0,0,0,0,0,0,0,0,0,0
2020/9/22,0,0,0,0,1,0,0,0,0,0
2020/9/23,0,0,0,0,0,0,0,0,0,0
2020/9/24,0,0,0,0,0,0,0,0,0,0
2020/9/25,0,0,0,0,0,0,0,0,0,0
2020/9/26,0,0,0,-0.215336911,0,0,0,,0,0
2020/9/27,0,0,0,0,0,0,0,,0,0
2020/9/28,0,0,0,0,-1,0,0,0,0,1
2020/9/29,0,0,0,0,0,0,0,0,0,0
2020/9/30,0,0,0,0,0,0,0,1,1,0
2020/10/1,0,0,0,0,0,0,0,0,0,-1
2020/10/2,0,0,0,0,0,0,0,0,0,0
2020/10/3,0,0,0,0,0,0,0,,0,0
2020/10/4,0,0,0,0,0,0,0,,0,0
2020/10/5,0,0,0,0,0,0,0,0,0,0
2020/10/6,0,0,0,0,0,0,0,0,0,0
2020/10/7,0,0,0,0,0,0,0,0,0,0
2020/10/8,0,0,0,0,0,0,0,0,0,0
2020/10/9,0,0,0,0,0,0,0,0,0,0
2020/10/10,1,0,0,0,0,0,0,,0,0
2020/10/11,0,0,0,0,0,0,0,,0,0
2020/10/12,0,0,0,0,0,0,0,0,0,0
2020/10/13,0,0,0,-0.587398668,0,0,0,0,0,0
2020/10/14,0,0,0,-0.692219012,0,0,0,0,0,0
2020/10/15,0,0,1,-0.747293769,0,0,0,0,0,0
2020/10/16,0,0,0,-0.777815721,0,0,0,0,0,0
2020/10/17,0,0,0,-0.796411738,0,0,0,,0,0
2020/10/18,0,0,0,-0.80765904,0,0,0,,0,0
2020/10/19,0,0,0,-0.814318028,0,0,0,0,0,0
2020/10/20,0,0,0,-0.856968562,0,0,0,0,0,0
2020/10/21,0,-0.494178734,0,-0.908603862,0,0,0,0,0,0
2020/10/22,0,-0.649258713,0,-0.960224829,0,0,0,0,0,0
2020/10/23,0,-0.636808974,0,-0.999953139,0,0,0,0,0,0
2020/10/24,0,-0.563583146,0,-0.999960255,0,0,0,,0,0
2020/10/25,0,-0.553861149,0,-0.999966698,0,0,0,,0,0
2020/10/26,0,-0.435293306,0,-0.999971427,0,0,0,0,0,0
2020/10/27,0,-0.405999215,0,-0.999974419,0,0,0,0,0,0
2020/10/28,0,-0.633289947,0,-0.999975976,0,0,0,0,0,1
2020/10/29,0,0,0,-0.999976791,0,0,0,0,0,0
2020/10/30,0,-0.318572858,0,-0.999977146,0,0,0,0,0,0
2020/10/31,0,-0.485222109,0,-0.99997724,0,0,0,,0,0
2020/11/1,0,-0.516115449,0,-0.999977344,0,0,0,,0,0
2020/11/2,0,-0.45195934,0,-0.999977709,0,0,0,0,0,0
2020/11/3,0,0,0,-0.999978302,0,0,0,0,0,-1
2020/11/4,0,-0.313289966,0,-0.999978792,0,0,0,0,0,0
2020/11/5,0,0,0,-0.999979088,0,0,0,0,0,0
2020/11/6,0,-0.398182036,0,-0.999978889,0,0,0,0,0,0
2020/11/7,0,-0.429832724,0,-0.999978605,0,0,0,,0,0
2020/11/8,0,0,0,-0.999978675,0,0,0,,0,0
2020/11/9,0,0,0,-0.999978855,0,0,0,0,0,0
2020/11/10,0,0,0,-0.999979168,0,0,0,0,0,0
2020/11/11,0,0,0,-0.999979548,0,0,0,0,0,1
2020/11/12,0,0,0,-0.999979686,0,0,0,0,0,0
2020/11/13,0,0,0,-0.999979712,0,0,0,0,0,0
2020/11/14,0,0,0,-0.999979965,0,0,0,,0,0
2020/11/15,0,0,0,-0.999980571,0,0,0,,0,0
2020/11/16,0,0,0,-0.999981259,0,0,0,0,0,0
2020/11/17,0,0,0,-0.999981762,0,0,0,0,0,0
2020/11/18,0,-0.307171668,0,-0.999982272,0,0,0,0,0,0
2020/11/19,0,-0.305667994,0,-0.999983071,0,0,0,0,0,0
2020/11/20,0,0,0,-0.999984159,0,0,0,0,0,0
2020/11/21,0,0,0,-0.999985031,0,0,0,,0,0
2020/11/22,0,-0.633131759,0,-0.999985608,0,0,0,,0,0
2020/11/23,0,-0.401087962,0,-0.999986081,0,0,0,0,0,0
2020/11/24,0,-0.486558885,0,-0.999986397,0,0,0,0,0,0
2020/11/25,0,-0.569182934,0,-0.999986532,0,0,0,0,0,0
2020/11/26,0,0,0,-0.999986652,0,0,0,0,0,0
2020/11/27,0,0,0,-0.999986721,1,0,0,0,0,-1
2020/11/28,0,0,0,-0.999986275,0,0,0,,0,0
2020/11/29,0,0,0,-0.859656702,0,0,0,,0,0
2020/11/30,0,0,0,-0.611350676,0,0,0,0,0,0
2020/12/1,0,0,0,-0.368992266,-1,0,0,0,0,0
2020/12/2,0,0,0,-0.23997524,0,0,0,0,0,0
2020/12/3,0,0,0,-0.206255516,0,0,0,0,0,0
2020/12/4,0,0,0,0,0,0,0,0,0,0
2020/12/5,0,0,0,0,0,0,0,,0,0
2020/12/6,0,0,0,0,0,0,0,,0,0
2020/12/7,0,0,0,0,0,0,0,0,0,0
2020/12/8,0,0,0,0,1,0,0,0,0,0
2020/12/9,0,0,0,0,0,0,0,0,0,0
2020/12/10,0,0,0,0,0,0,0,0,0,0
2020/12/11,0,0,0,0,0,0,0,0,0,0
2020/12/12,0,0,0,0,0,0,0,,0,0
2020/12/13,0,0,0,0,0,0,0,,0,0
2020/12/14,0,0,0,0,0,0,0,0,0,0
2020/12/15,0,0,0,0,0,0,0,0,0,0
2020/12/16,0,0,0,0,-1,0,0,0,0,0
2020/12/17,0,0,0,0,0,0,0,0,0,0
2020/12/18,0,0,0,0,0,0,0,0,0,0
2020/12/19,0,-0.309757149,0,0,0,0,0,,0,0
2020/12/20,0,-0.330297987,0,0,0,0,0,,0,0
2020/12/21,0,0,0,-0.290443588,0,0,0,0,0,0
2020/12/22,0,0,0,-0.411325039,0,0,0,0,0,0
2020/12/23,0,-0.375616464,0,-0.487511193,0,0,0,0,0,0
2020/12/24,0,0,0,-0.537161037,1,0,0,,0,0
2020/12/25,0,-0.313568814,0,-0.597502056,0,0,0,,0,0
2020/12/26,0,-0.437813859,0,-0.682953015,0,0,0,,0,0
2020/12/27,0,-0.48752801,0,-0.798123934,-1,0,0,,0,0
2020/12/28,0,-0.419463297,0,-0.916344304,0,0,0,,0,0
2020/12/29,0,-0.453554838,0,-0.991458559,0,0,0,0,0,0
2020/12/30,0,-0.461783679,0,-0.999993098,0,0,0,0,0,0
2020/12/31,0,-0.439824489,0,-0.999993596,0,0,0,,0,0
2021/1/1,0,-0.364045813,0,-0.999993981,0,0,0,,0,0
2021/1/2,0,-0.370885891,0,-0.999994186,0,0,0,,0,0
2021/1/3,0,-0.479067591,0,-0.999994202,0,0,0,,0,0
2021/1/4,0,-0.597627431,0,-0.999994149,0,0,0,1,1,0
2021/1/5,0,-0.546934156,0,-0.999994173,0,0,0,0,0,0
2021/1/6,0,-0.577783475,0,-0.999994316,0,0,0,0,0,0
2021/1/7,0,-0.756800343,0,-0.999994579,0,0,0,0,0,0
2021/1/8,0,-0.785877264,0,-0.999995014,0,0,0,0,0,0
2021/1/9,0,-0.788289291,0,-0.999995591,0,0,0,,0,0
2021/1/10,0,-0.68751693,0,-0.999996172,0,0,0,,0,1
2021/1/11,0,-0.397417865,0,-0.999996612,0,0,0,0,0,0
2021/1/12,0,0,0,-0.999996854,1,0,0,0,0,-1
2021/1/13,0,0,0,-0.999996876,0,0,0,0,0,0
2021/1/14,0,0,0,-0.927034182,0,0,0,0,0,0
2021/1/15,0,0,0,-0.740559827,0,0,0,0,0,0
2021/1/16,0,0,0,-0.558503173,0,0,0,,0,0
2021/1/17,0,0,0,-0.412242043,0,0,0,,0,0
2021/1/18,0,0,0,-0.291666713,0,0,0,0,0,0
2021/1/19,0,0,0,0,0,0,0,0,0,0
2021/1/20,0,0,0,0,0,0,0,0,0,0
2021/1/21,0,0,0,0,0,0,0,0,0,0
2021/1/22,0,0,0,0,0,0,0,1,0,0
2021/1/23,0,0,0,0,0,0,0,,0,0
2021/1/24,0,0,0,0,0,0,0,,0,0
2021/1/25,0,0,0,0,0,0,0,0,0,0
2021/1/26,0,0,0,0.691436437,0,0,0,0,0,0
2021/1/27,0,0,0,1,0,0,0,0,0,0
2021/1/28,0,0,0,1,0,0,0,0,0,0
2021/1/29,0,0,0,1,0,0,0,0,0,0
2021/1/30,0,0,0,1,-1,0,0,,0,0
2021/1/31,0,0,0,0.890520932,0,0,0,,0,0
2021/2/1,0,0,0,0.597310089,0,0,0,0,0,0
2021/2/2,0,0,0,0.278488316,1,0,0,0,0,0
2021/2/3,0,0,0,0,-1,0,0,0,0,1
2021/2/4,0,0,0,0,0,0,0,0,0,0
2021/2/5,0,0,0,0,0,0,0,0,0,0
2021/2/6,0,0,0,0,0,0,0,,0,0
2021/2/7,0,0,0,0,0,0,0,,0,0
2021/2/8,0,0,0,0,0,0,0,0,0,0
2021/2/9,0,-0.362493591,0,-0.297870354,0,0,0,0,0,0
2021/2/10,0,-0.360444618,0,-0.614834188,0,0,0,0,0,0
2021/2/11,0,-0.409933623,0,-0.826766678,0,0,0,0,0,0
2021/2/12,0,-0.413892852,0,-0.957063064,0,0,0,0,0,0
2021/2/13,0,-0.32262893,0,-0.999996262,0,0,0,,0,0
2021/2/14,0,0,0,-0.999996616,0,0,0,,0,0
2021/2/15,0,-0.47242121,0,-0.999996748,0,0,0,0,0,0
2021/2/16,0,-0.370619538,0,-0.999996764,0,0,0,0,0,0
2021/2/17,0,-0.348168748,0,-0.999996712,0,0,0,0,0,0
2021/2/18,0,-0.370972962,0,-0.999996619,0,0,0,0,0,0
2021/2/19,0,-0.390237566,0,-0.999996527,0,0,0,0,0,0
2021/2/20,0,-0.4611651,0,-0.999996462,0,0,0,,0,0
2021/2/21,0,-0.440561078,0,-0.9999965,0,0,0,,0,0
2021/2/22,0,-0.514153106,0,-0.999996622,0,0,0,0,0,0
2021/2/23,0,0,0,-0.999996799,0,0,0,0,0,0
2021/2/24,0,0,0,-0.999996811,1,0,0,0,0,-1
2021/2/25,0,0,0,-0.999996453,0,0,0,0,0,0
2021/2/26,0,0,0,-0.798760632,0,0,0,0,0,0
2021/2/27,0,0,0,-0.367204928,0,0,0,,0,0
2021/2/28,0,0,0,0,0,0,0,,0,0
2021/3/1,0,0,0,0,0,0,0,0,0,0
2021/3/2,0,0,0,0,-1,0,0,0,0,1
2021/3/3,0,0,0,0,0,0,0,0,0,0
2021/3/4,0,0,0,0,0,0,0,0,0,0
2021/3/5,0,0,0,0,0,0,0,0,0,0
2021/3/6,0,0,0,0,0,0,0,,0,0
2021/3/7,0,0,0,0,0,0,0,,0,0
2021/3/8,0,0,0,0,0,0,0,0,0,0
2021/3/9,0,0,0,0,0,0,0,0,0,0
2021/3/10,0,0,0,0,0,0,0,0,0,0
2021/3/11,0,0,0,0,0,0,0,0,0,0
2021/3/12,0,0,0,0,0,0,0,0,0,0
2021/3/13,0,0,0,0,0,0,0,,0,0
2021/3/14,0,-0.348697115,0,0,0,0,0,,0,0
2021/3/15,0,0,0,-0.316807128,0,0,0,0,0,0
2021/3/16,0,0,0,-0.72758537,1,0,0,0,0,-1
2021/3/17,0,0,0,-0.973772893,0,0,0,0,0,0
2021/3/18,0,0,0,-0.921645495,0,0,0,0,0,0
2021/3/19,0,0,0,-0.776359551,0,0,0,0,0,0
2021/3/20,0,0,0,-0.60458868,0,0,0,,0,0
2021/3/21,0,0,0,-0.44904618,-1,0,0,,0,0
2021/3/22,0,0,0,-0.34445146,0,0,0,0,0,0
2021/3/23,0,0,0,-0.282872971,1,0,0,0,0,0
2021/3/24,0,0,0,0,0,0,0,0,0,0
2021/3/25,0,0,0,0,0,0,0,0,0,0
2021/3/26,0,0,0,0,0,0,0,0,0,0
2021/3/27,0,0,0,0,0,0,0,,0,0
2021/3/28,0,0,0,0,-1,0,0,,0,0
2021/3/29,0,0,0,0.284136641,0,0,0,0,0,1
2021/3/30,0,0,0,0.593874464,0,0,0,0,0,0
2021/3/31,0,0,0,0.364205768,0,0,0,0,0,0
2021/4/1,0,0,0,0,0,0,0,0,0,0
2021/4/2,0,0,0,0,0,0,0,,0,0
2021/4/3,0,0,0,0,0,0,0,,0,0
2021/4/4,0,0,0,0,0,0,0,,0,0
2021/4/5,0,0,0,0,0,0,0,,0,0
2021/4/6,0,0,0,0,0,0,0,0,0,0
2021/4/7,0,0,0,0,0,0,0,0,0,0
2021/4/8,0,0,0,0,1,0,0,0,0,-1
2021/4/9,0,0,0,0,0,0,0,0,0,0
2021/4/10,0,0,0,0,-1,0,0,,0,0
2021/4/11,0,0,0,0,0,0,0,,0,0
2021/4/12,0,0,0,0,0,0,0,0,0,0
2021/4/13,0,0,0,0,0,0,0,0,0,0
2021/4/14,0,0,0,0,0,0,0,0,0,0
2021/4/15,0,0,0,0,0,0,0,0,0,0
2021/4/16,0,0,0,0,0,0,0,0,0,0
2021/4/17,0,0,0,0,0,0,0,,0,0
2021/4/18,0,0,0,0,0,0,0,,0,0
2021/4/19,0,0,0,0,1,0,0,0,0,0
2021/4/20,0,0,0,0,0,0,0,0,0,0
2021/4/21,0,0,0,0,0,0,0,0,0,0
2021/4/22,0,0,0,0,0,0,0,0,0,0
2021/4/23,-1,0,0,0,0,0,0,0,0,0
2021/4/24,0,0,0,0,0,0,0,,0,0
2021/4/25,0,0,0,0,0,0,0,,0,0
2021/4/26,0,0,-1,0,0,0,0,1,1,0
2021/4/27,0,0,0,0,-1,0,0,0,0,0
2021/4/28,0,0,0,0,0,0,0,0,0,0
2021/4/29,0,0,0,0.231073075,0,0,0,0,0,1
2021/4/30,0,0,0,0.222284366,0,0,0,0,0,0
2021/5/1,0,0,0,0,0,0,0,,0,0
2021/5/2,0,0,0,0,0,0,0,,0,0
2021/5/3,0,0,0,0,0,0,0,,0,0
2021/5/4,0,0,0,0,0,0,0,0,0,0
2021/5/5,0,0,0,0,1,0,0,0,0,-1
2021/5/6,0,0,0,0,0,0,0,0,0,0
2021/5/7,0,0,0,0,0,0,0,0,0,0
2021/5/8,0,0,1,0,0,0,0,,0,0
2021/5/9,1,0,0,0,-1,0,0,,0,0
2021/5/10,0,0,0,0,0,0,0,0,0,0
2021/5/11,0,0,0,-0.244761988,0,0,0,0,0,0
2021/5/12,0,0,0,-0.341337785,0,0,0,0,0,0
2021/5/13,-1,0,0,-0.312724438,1,0,0,0,0,0
2021/5/14,0,0,0,0,0,0,0,0,0,0
2021/5/15,0,0,0,0,0,0,0,,0,0
2021/5/16,0,0,-1,0,0,0,0,,0,0
2021/5/17,0,0,0,0.244665026,0,0,0,0,0,0
2021/5/18,0,0,0,0.611020015,0,0,0,0,0,0
2021/5/19,0,0,0,0.795269388,0,0,0,0,0,0
2021/5/20,0,0.509004423,0,0.814887143,0,0,0,0,0,0
2021/5/21,0,0,0,0.828902169,0,0,0,0,0,0
2021/5/22,0,0.307139507,0,0.839291594,0,0,0,,0,0
2021/5/23,0,0.410889797,0,0.849285615,0,0,0,,0,0
2021/5/24,0,0.446439102,0,0.85994936,0,0,0,0,0,0
2021/5/25,0,0,0,0.923663177,0,0,0,0,0,0
2021/5/26,0,0,0,0.976257323,0,0,0,0,0,0
2021/5/27,0,0,0,1,0,0,0,0,0,0
2021/5/28,0,0,0,0.973309757,0,0,0,0,0,0
2021/5/29,0,0,0,0.882637035,0,0,0,,0,0
2021/5/30,0,0,0,0.796963746,0,0,0,,0,0
2021/5/31,0,0,0,0.770889838,0,0,0,,0,0
2021/6/1,0,0,0,0.746738111,0,0,0,0,0,0
2021/6/2,0,0,0,0.722383416,0,0,0,0,0,0
2021/6/3,0,0,0,0.696033165,0,0,0,0,0,0
2021/6/4,0,0,0,0.651678446,-1,0,0,0,0,0
2021/6/5,0,0,0,0.555866151,1,0,0,,0,0
2021/6/6,0,0,0,0.351192328,0,0,0,,0,0
2021/6/7,0,0,0,0,0,0,0,0,0,0
2021/6/8,0,0,0,0,0,0,0,0,0,0
2021/6/9,0,0,0,0,0,0,0,0,0,0
2021/6/10,0,0,0,0,0,0,0,0,0,0
2021/6/11,0,0,0,0,0,0,0,0,0,0
2021/6/12,0,0,0,0.427058318,-1,0,0,,0,0
2021/6/13,0,0,0,0.604499558,1,0,0,,0,0
2021/6/14,0,0,0,0.42404924,-1,0,0,0,0,0
2021/6/15,0,0,0,0,0,0,0,0,0,0
2021/6/16,0,0,0,0,0,0,0,0,0,0
2021/6/17,0,0,0,0,0,0,0,0,0,1
2021/6/18,0,0,0,0,1,0,0,0,0,-1
2021/6/19,0,0,0,0,0,0,0,,0,0
2021/6/20,0,0,0,0,0,0,0,,0,0
2021/6/21,0,0,0,0,0,0,0,0,0,0
2021/6/22,0,0,0,0,0,0,0,0,0,0
2021/6/23,0,0,0,0,0,0,0,0,0,0
2021/6/24,0,0,0,0,0,0,0,0,0,0
2021/6/25,0,0,0,0,0,0,0,0,0,0
2021/6/26,0,0,0,0,0,0,0,,0,0
2021/6/27,0,0,0,0,0,0,0,,0,0
2021/6/28,0,0,0,0,-1,0,0,1,1,0
2021/6/29,0,0,0,0,0,0,0,0,0,1
2021/6/30,0,0,0,0,0,0,0,0,0,0
2021/7/1,0,0,0,0,0,0,0,0,0,0
2021/7/2,0,0,0,0,1,0,0,0,0,-1
2021/7/3,0,0,0,0,0,0,0,,0,0
2021/7/4,0,0,0,0,0,0,0,,0,0
2021/7/5,0,0,0,0,0,0,0,0,0,0
2021/7/6,0,0,0,0,0,0,0,0,0,0
2021/7/7,0,0,0,0,0,0,0,0,0,0
2021/7/8,0,0,0,0,0,0,0,0,0,0
2021/7/9,0,0,0,0,0,0,0,0,0,0
2021/7/10,0,0,0,0,0,0,0,,0,0
2021/7/11,0,0,0,0,0,0,0,,0,0
2021/7/12,0,0,0,0,0,0,0,0,0,0
2021/7/13,0,0,0,0,0,0,0,0,0,0
2021/7/14,0,0,0,0,0,0,0,0,0,0
2021/7/15,0,0,0,0,0,0,0,0,0,0
2021/7/16,0,0,0,0,0,0,0,0,0,0
2021/7/17,0,0,0,0.400552046,0,0,0,,0,0
2021/7/18,0,0,0,0.855248544,0,0,0,,0,0
2021/7/19,0,0,0,1,0,0,0,0,0,0
2021/7/20,0,0,0,1,0,0,0,0,0,0
2021/7/21,0,0,0,1,0,0,0,0,0,0
2021/7/22,0,0,0,1,0,0,0,0,0,0
2021/7/23,0,0,0,1,0,0,0,0,0,0
2021/7/24,0,0,0,1,-1,0,0,,0,0
2021/7/25,0,0,0,0.769192222,0,0,0,,0,1
2021/7/26,0,0,0,0.26928712,0,0,0,0,0,0
2021/7/27,1,0,0,0,0,0,0,0,0,0
2021/7/28,0,0,0,0,0,0,0,0,0,0
2021/7/29,0,0,0,0,0,0,0,0,0,-1
2021/7/30,0,-0.402416517,0,0,0,0,0,0,0,0
2021/7/31,0,-0.550444026,0,-0.240164897,0,0,0,,0,0
2021/8/1,0,-0.442440407,1,-0.419653427,0,0,0,,0,0
2021/8/2,0,0,0,-0.573181022,1,0,0,0,0,0
2021/8/3,0,0,0,-0.691010799,0,0,0,0,0,0
2021/8/4,0,0,0,-0.786475298,0,0,0,0,0,0
2021/8/5,0,0,0,-0.773480174,0,0,0,0,0,0
2021/8/6,0,0,0,-0.661060557,0,0,0,0,0,0
2021/8/7,0,0,0,-0.525594076,-1,0,0,,0,0
2021/8/8,0,0,0,-0.464599808,0,0,0,,0,1
2021/8/9,0,0,0,-0.45909519,0,0,0,0,0,0
2021/8/10,0,0,0,-0.463153826,0,0,0,0,0,0
2021/8/11,0,0,0,-0.472376392,0,0,0,0,0,0
2021/8/12,0,0,0,-0.473654151,0,0,0,0,0,0
2021/8/13,0,0,0,-0.459123849,1,0,0,0,0,-1
2021/8/14,0,0,0,-0.423524507,-1,0,0,,0,0
2021/8/15,0,0,0,-0.373499732,0,0,0,,0,0
2021/8/16,0,0,0,-0.319059947,0,0,0,0,0,0
2021/8/17,0,0,0,-0.28194881,1,0,0,0,0,0
2021/8/18,0,0,0,-0.273631465,0,0,0,0,0,0
2021/8/19,0,0,0,-0.327498367,0,0,0,0,0,0
2021/8/20,0,0,0,-0.400080336,0,0,0,0,0,0
2021/8/21,0,0,0,-0.467577065,-1,0,0,,0,0
2021/8/22,0,0,0,-0.536275267,0,0,0,,0,0
2021/8/23,0,0,0,-0.538285798,0,0,0,0,0,0
2021/8/24,0,0,0,-0.531863591,0,0,0,0,0,0
2021/8/25,0,0,0,-0.509467482,1,0,0,0,0,0
2021/8/26,0,0,0,-0.461665904,0,0,0,0,0,0
2021/8/27,0,0,0,-0.393400627,0,0,0,0,0,0
2021/8/28,0,0,0,-0.310284247,0,0,0,,0,0
2021/8/29,0,0,0,0,0,0,0,,0,0
2021/8/30,0,0,0,0,0,0,0,,0,0
2021/8/31,0,0,0,0,0,0,0,0,0,0
2021/9/1,0,0,0,0,0,0,0,0,0,0
2021/9/2,0,0,0,0,0,0,0,0,0,0
2021/9/3,0,0,0,0,0,0,0,0,0,0
2021/9/4,0,0,0,0,-1,0,0,,0,0
2021/9/5,0,0,0,0,0,0,0,,0,0
2021/9/6,0,0,0,0,0,0,0,0,0,0
2021/9/7,0,0,0,0,0,0,0,1,1,0
2021/9/8,0,0,0,0,1,0,0,0,0,0
2021/9/9,0,0,0,0,0,0,0,0,0,0
2021/9/10,0,0,0,0,0,0,0,0,0,0
